nr_ano_referencia;nr_mes_referencia;sg_empresa_icao;sg_icao_origem;sg_icao_destino;sg_icao_retorno;cd_classe_ida;cd_classe_volta;nr_tarifa;nr_assentos
2025;7;AAL;SBGL;KDFW;9999;Y;;560.0;2
2025;7;AAL;SBGL;KJFK;9999;J;;2300.0;2
2025;7;AAL;SBGL;KJFK;9999;Y;;219.0;2
2025;7;AAL;SBGL;KJFK;9999;Y;;243.0;4
2025;7;AAL;SBGL;KJFK;9999;Y;;262.0;2
2025;7;AAL;SBGL;KJFK;9999;Y;;270.0;6
2025;7;AAL;SBGL;KJFK;9999;Y;;300.0;4
2025;7;AAL;SBGL;KJFK;9999;Y;;375.0;1
2025;7;AAL;SBGL;KJFK;SBGL;J;J;1596.0;2
2025;7;AAL;SBGL;KJFK;SBGL;J;J;1637.0;1
2025;7;AAL;SBGL;KJFK;SBGL;J;J;1646.0;2
2025;7;AAL;SBGL;KJFK;SBGL;J;J;1830.0;2
2025;7;AAL;SBGL;KJFK;SBGL;J;J;2095.0;2
2025;7;AAL;SBGL;KJFK;SBGL;J;J;2098.0;1
2025;7;AAL;SBGL;KJFK;SBGL;J;J;2422.0;1
2025;7;AAL;SBGL;KJFK;SBGL;J;J;2511.0;3
2025;7;AAL;SBGL;KJFK;SBGL;J;J;4610.0;1
2025;7;AAL;SBGL;KJFK;SBGL;J;J;5110.0;1
2025;7;AAL;SBGL;KJFK;SBGL;J;J;6525.0;2
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;437.0;1
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;460.0;7
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;486.0;2
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;489.0;1
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;500.0;2
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;540.0;8
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;635.0;2
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;636.0;1
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;650.0;2
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;670.0;4
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;676.0;16
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;679.0;1
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;698.0;2
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;702.0;3
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;705.0;2
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;717.0;1
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;720.0;2
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;726.0;1
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;732.0;1
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;734.0;1
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;740.0;3
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;743.0;1
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;752.0;4
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;785.0;2
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;790.0;1
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;801.0;1
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;833.0;1
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;843.0;2
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;878.0;2
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;930.0;1
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;1274.0;2
2025;7;AAL;SBGL;KJFK;SBGL;Y;Y;1292.0;2
2025;7;AAL;SBGL;KMIA;9999;J;;1050.0;1
2025;7;AAL;SBGL;KMIA;9999;J;;1060.0;2
2025;7;AAL;SBGL;KMIA;9999;J;;1332.0;1
2025;7;AAL;SBGL;KMIA;9999;J;;1860.0;1
2025;7;AAL;SBGL;KMIA;9999;J;;2400.0;1
2025;7;AAL;SBGL;KMIA;9999;J;;3900.0;2
2025;7;AAL;SBGL;KMIA;9999;Y;;342.0;1
2025;7;AAL;SBGL;KMIA;9999;Y;;392.0;1
2025;7;AAL;SBGL;KMIA;9999;Y;;420.0;2
2025;7;AAL;SBGL;KMIA;9999;Y;;460.0;2
2025;7;AAL;SBGL;KMIA;9999;Y;;500.0;2
2025;7;AAL;SBGL;KMIA;9999;Y;;550.0;2
2025;7;AAL;SBGL;KMIA;9999;Y;;586.0;1
2025;7;AAL;SBGL;KMIA;9999;Y;;620.0;3
2025;7;AAL;SBGL;KMIA;9999;Y;;630.0;1
2025;7;AAL;SBGL;KMIA;9999;Y;;640.0;4
2025;7;AAL;SBGL;KMIA;9999;Y;;660.0;3
2025;7;AAL;SBGL;KMIA;9999;Y;;690.0;1
2025;7;AAL;SBGL;KMIA;9999;Y;;700.0;1
2025;7;AAL;SBGL;KMIA;9999;Y;;730.0;1
2025;7;AAL;SBGL;KMIA;9999;Y;;790.0;1
2025;7;AAL;SBGL;KMIA;9999;Y;;1030.0;1
2025;7;AAL;SBGL;KMIA;9999;Y;;1040.0;1
2025;7;AAL;SBGL;KMIA;9999;Y;;1473.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;1730.0;2
2025;7;AAL;SBGL;KMIA;SBGL;J;J;1760.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;1764.0;2
2025;7;AAL;SBGL;KMIA;SBGL;J;J;1780.0;3
2025;7;AAL;SBGL;KMIA;SBGL;J;J;1827.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;1860.0;2
2025;7;AAL;SBGL;KMIA;SBGL;J;J;1917.0;2
2025;7;AAL;SBGL;KMIA;SBGL;J;J;1960.0;5
2025;7;AAL;SBGL;KMIA;SBGL;J;J;2050.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;2060.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;2070.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;2080.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;2100.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;2180.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;2210.0;2
2025;7;AAL;SBGL;KMIA;SBGL;J;J;2300.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;2346.0;2
2025;7;AAL;SBGL;KMIA;SBGL;J;J;2360.0;2
2025;7;AAL;SBGL;KMIA;SBGL;J;J;2400.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;2460.0;4
2025;7;AAL;SBGL;KMIA;SBGL;J;J;2500.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;2510.0;2
2025;7;AAL;SBGL;KMIA;SBGL;J;J;2960.0;4
2025;7;AAL;SBGL;KMIA;SBGL;J;J;3030.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;3070.0;4
2025;7;AAL;SBGL;KMIA;SBGL;J;J;3120.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;3186.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;3360.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;3420.0;2
2025;7;AAL;SBGL;KMIA;SBGL;J;J;4200.0;2
2025;7;AAL;SBGL;KMIA;SBGL;J;J;4650.0;2
2025;7;AAL;SBGL;KMIA;SBGL;J;J;4850.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;5250.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;5300.0;4
2025;7;AAL;SBGL;KMIA;SBGL;J;J;5800.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;5950.0;2
2025;7;AAL;SBGL;KMIA;SBGL;J;J;6050.0;5
2025;7;AAL;SBGL;KMIA;SBGL;J;J;6250.0;2
2025;7;AAL;SBGL;KMIA;SBGL;J;J;6300.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;6550.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;6800.0;1
2025;7;AAL;SBGL;KMIA;SBGL;J;J;7050.0;2
2025;7;AAL;SBGL;KMIA;SBGL;J;J;7550.0;4
2025;7;AAL;SBGL;KMIA;SBGL;J;Y;3190.0;2
2025;7;AAL;SBGL;KMIA;SBGL;Y;J;1890.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;J;2050.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;622.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;653.0;3
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;756.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;830.0;2
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;844.0;5
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;900.0;2
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;920.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;930.0;3
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;980.0;6
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1000.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1020.0;3
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1040.0;7
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1050.0;2
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1070.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1080.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1090.0;2
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1100.0;2
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1110.0;2
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1120.0;2
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1140.0;2
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1170.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1200.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1206.0;2
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1220.0;3
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1240.0;5
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1247.0;2
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1289.0;3
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1300.0;3
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1339.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1580.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1640.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1680.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1700.0;2
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1800.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;1820.0;1
2025;7;AAL;SBGL;KMIA;SBGL;Y;Y;2040.0;2
2025;7;AAL;SBGR;KDFW;9999;J;;1660.0;1
2025;7;AAL;SBGR;KDFW;9999;J;;2850.0;1
2025;7;AAL;SBGR;KDFW;9999;Y;;460.0;1
2025;7;AAL;SBGR;KDFW;9999;Y;;520.0;1
2025;7;AAL;SBGR;KDFW;9999;Y;;560.0;1
2025;7;AAL;SBGR;KDFW;9999;Y;;590.0;1
2025;7;AAL;SBGR;KDFW;9999;Y;;600.0;2
2025;7;AAL;SBGR;KDFW;9999;Y;;620.0;1
2025;7;AAL;SBGR;KDFW;9999;Y;;630.0;3
2025;7;AAL;SBGR;KDFW;9999;Y;;700.0;2
2025;7;AAL;SBGR;KDFW;9999;Y;;761.0;3
2025;7;AAL;SBGR;KDFW;9999;Y;;1000.0;3
2025;7;AAL;SBGR;KDFW;SBGR;J;J;2150.0;2
2025;7;AAL;SBGR;KDFW;SBGR;J;J;2320.0;1
2025;7;AAL;SBGR;KDFW;SBGR;J;J;2520.0;1
2025;7;AAL;SBGR;KDFW;SBGR;J;J;2620.0;3
2025;7;AAL;SBGR;KDFW;SBGR;J;J;2630.0;1
2025;7;AAL;SBGR;KDFW;SBGR;J;J;2880.0;1
2025;7;AAL;SBGR;KDFW;SBGR;J;J;3360.0;3
2025;7;AAL;SBGR;KDFW;SBGR;J;J;3380.0;1
2025;7;AAL;SBGR;KDFW;SBGR;J;J;4033.0;1
2025;7;AAL;SBGR;KDFW;SBGR;J;J;4300.0;1
2025;7;AAL;SBGR;KDFW;SBGR;J;J;5050.0;3
2025;7;AAL;SBGR;KDFW;SBGR;J;J;5300.0;2
2025;7;AAL;SBGR;KDFW;SBGR;J;J;5700.0;3
2025;7;AAL;SBGR;KDFW;SBGR;J;J;5850.0;4
2025;7;AAL;SBGR;KDFW;SBGR;J;J;6000.0;1
2025;7;AAL;SBGR;KDFW;SBGR;J;J;6150.0;1
2025;7;AAL;SBGR;KDFW;SBGR;J;J;8700.0;2
2025;7;AAL;SBGR;KDFW;SBGR;J;Y;3357.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;600.0;2
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;700.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;740.0;2
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;760.0;5
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;810.0;2
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;830.0;5
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;860.0;2
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;870.0;3
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;880.0;4
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;900.0;5
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;930.0;3
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;950.0;6
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;960.0;3
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;970.0;2
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;980.0;2
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;990.0;3
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1000.0;8
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1020.0;2
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1040.0;2
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1070.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1080.0;3
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1082.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1100.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1110.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1120.0;4
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1130.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1150.0;2
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1170.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1180.0;2
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1190.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1220.0;2
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1230.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1239.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1240.0;5
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1250.0;2
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1280.0;2
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1310.0;13
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1360.0;2
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1380.0;2
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1400.0;3
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1430.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1540.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1620.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1640.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1720.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1740.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;1880.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;2040.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;2125.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;2165.0;1
2025;7;AAL;SBGR;KDFW;SBGR;Y;Y;2402.0;1
2025;7;AAL;SBGR;KJFK;9999;J;;1050.0;3
2025;7;AAL;SBGR;KJFK;9999;J;;1148.0;1
2025;7;AAL;SBGR;KJFK;9999;J;;1151.0;1
2025;7;AAL;SBGR;KJFK;9999;J;;1214.0;2
2025;7;AAL;SBGR;KJFK;9999;J;;1440.0;1
2025;7;AAL;SBGR;KJFK;9999;J;;1490.0;1
2025;7;AAL;SBGR;KJFK;9999;J;;1561.0;1
2025;7;AAL;SBGR;KJFK;9999;J;;1730.0;1
2025;7;AAL;SBGR;KJFK;9999;J;;2450.0;2
2025;7;AAL;SBGR;KJFK;9999;J;;2800.0;1
2025;7;AAL;SBGR;KJFK;9999;J;;2850.0;2
2025;7;AAL;SBGR;KJFK;9999;J;;3300.0;1
2025;7;AAL;SBGR;KJFK;9999;J;;3340.0;1
2025;7;AAL;SBGR;KJFK;9999;Y;;420.0;1
2025;7;AAL;SBGR;KJFK;9999;Y;;460.0;1
2025;7;AAL;SBGR;KJFK;9999;Y;;500.0;1
2025;7;AAL;SBGR;KJFK;9999;Y;;530.0;2
2025;7;AAL;SBGR;KJFK;9999;Y;;563.0;2
2025;7;AAL;SBGR;KJFK;9999;Y;;580.0;2
2025;7;AAL;SBGR;KJFK;9999;Y;;590.0;4
2025;7;AAL;SBGR;KJFK;9999;Y;;600.0;2
2025;7;AAL;SBGR;KJFK;9999;Y;;608.0;2
2025;7;AAL;SBGR;KJFK;9999;Y;;620.0;4
2025;7;AAL;SBGR;KJFK;9999;Y;;621.0;2
2025;7;AAL;SBGR;KJFK;9999;Y;;630.0;1
2025;7;AAL;SBGR;KJFK;9999;Y;;633.0;1
2025;7;AAL;SBGR;KJFK;9999;Y;;634.0;3
2025;7;AAL;SBGR;KJFK;9999;Y;;688.0;1
2025;7;AAL;SBGR;KJFK;9999;Y;;691.0;1
2025;7;AAL;SBGR;KJFK;9999;Y;;700.0;3
2025;7;AAL;SBGR;KJFK;9999;Y;;701.0;6
2025;7;AAL;SBGR;KJFK;9999;Y;;733.0;1
2025;7;AAL;SBGR;KJFK;9999;Y;;821.0;1
2025;7;AAL;SBGR;KJFK;9999;Y;;1029.0;4
2025;7;AAL;SBGR;KJFK;9999;Y;;1175.0;1
2025;7;AAL;SBGR;KJFK;9999;Y;;1193.0;1
2025;7;AAL;SBGR;KJFK;SBGL;Y;Y;821.0;1
2025;7;AAL;SBGR;KJFK;SBGL;Y;Y;1029.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;1786.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;1860.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;1869.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;1909.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;1915.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;1919.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;1968.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;1985.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2016.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2036.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2058.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2080.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2088.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2258.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2275.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2318.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2338.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2356.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2368.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2377.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2390.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2396.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2408.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2436.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2480.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2575.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2599.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2697.0;4
2025;7;AAL;SBGR;KJFK;SBGR;J;J;2714.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;3435.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;3603.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;3670.0;3
2025;7;AAL;SBGR;KJFK;SBGR;J;J;3714.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;3845.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;3970.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;4170.0;4
2025;7;AAL;SBGR;KJFK;SBGR;J;J;4220.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;4264.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;4270.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;4320.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;4600.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;4670.0;3
2025;7;AAL;SBGR;KJFK;SBGR;J;J;4770.0;3
2025;7;AAL;SBGR;KJFK;SBGR;J;J;4920.0;3
2025;7;AAL;SBGR;KJFK;SBGR;J;J;5070.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;5170.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;5270.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;5275.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;5385.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;5420.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;5570.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;5700.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;5770.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;5785.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;6140.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;6150.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;6285.0;4
2025;7;AAL;SBGR;KJFK;SBGR;J;J;6335.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;6540.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;6680.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;6900.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;7900.0;2
2025;7;AAL;SBGR;KJFK;SBGR;J;J;8050.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;8235.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;9800.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;9850.0;1
2025;7;AAL;SBGR;KJFK;SBGR;J;J;12289.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;J;2703.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;666.0;12
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;706.0;3
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;716.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;740.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;760.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;785.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;798.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;808.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;826.0;18
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;837.0;3
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;838.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;840.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;876.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;877.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;880.0;5
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;888.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;890.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;900.0;5
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;905.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;917.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;920.0;4
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;926.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;929.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;930.0;3
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;931.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;938.0;11
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;940.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;945.0;4
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;948.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;958.0;8
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;968.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;970.0;3
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;978.0;3
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;993.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;995.0;4
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;997.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;998.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;1008.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;1016.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;1017.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;1018.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;1036.0;4
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;1037.0;3
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;1038.0;5
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;1043.0;2
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;1050.0;3
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;1056.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;1057.0;5
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;1059.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;1068.0;5
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;1074.0;1
2025;7;AAL;SBGR;KJFK;SBGR;Y;Y;1076.0;5
